,date,adj_close,mean_compound
0,2008-10-02,194.51589965820312,-0.5994
1,2008-10-03,192.7325897216797,0.4494
2,2008-10-06,184.9119110107422,-0.6556
3,2008-10-07,172.3589630126953,-0.46045
4,2008-10-08,168.4237060546875,0.2235
5,2008-10-09,163.87574768066406,-0.2418666666666667
6,2008-10-10,165.38011169433594,0.25
7,2008-10-15,168.95172119140625,-0.675875
8,2008-10-16,175.85086059570312,0.2023
9,2008-10-17,185.5744171142578,-0.11530000000000006
10,2008-10-21,180.6977081298828,-0.7184
11,2008-10-23,175.50218200683594,-0.7184
12,2008-10-27,164.1298065185547,0.43335
13,2008-10-29,178.33157348632812,-0.20471
14,2008-10-30,179.1734161376953,0.05693
15,2008-10-31,179.009033203125,0.0829
16,2008-11-03,172.59805297851562,-0.21808
17,2008-11-04,182.78488159179688,-0.16912499999999994
18,2008-11-05,170.48098754882812,-0.16052500000000006
19,2008-11-06,164.9915771484375,-0.2732
20,2008-11-07,164.95172119140625,0.0
21,2008-11-10,158.7947998046875,0.14474444444444445
22,2008-11-11,155.14846801757812,-0.3542833333333333
23,2008-11-12,144.9566650390625,-0.25554
24,2008-11-13,155.45730590820312,-0.2677625
25,2008-11-14,154.43115234375,-0.135675
26,2008-11-17,149.4996337890625,-0.2549666666666666
27,2008-11-18,148.15467834472656,-0.0761125
28,2008-11-19,139.56686401367188,-0.13030000000000005
29,2008-11-20,129.29536437988278,-0.15454615384615392
30,2008-11-21,130.72500610351562,0.2021666666666667
31,2008-11-24,128.23933410644528,0.06895625
32,2008-11-25,140.49838256835938,-0.05385555555555555
33,2008-11-26,145.4996337890625,0.03232857142857143
34,2008-11-28,145.93301391601562,-0.046925
35,2008-12-01,132.49836730957028,-0.08878
36,2008-12-02,137.04133605957028,0.0028176470588235263
37,2008-12-03,139.19326782226562,-0.256475
38,2008-12-04,136.65777587890622,0.07703636363636363
39,2008-12-05,141.46475219726562,-0.12467142857142854
40,2008-12-08,150.4909210205078,0.010485714285714305
41,2008-12-09,152.41371154785156,-0.243
42,2008-12-10,153.83338928222656,-0.31930000000000003
43,2008-12-11,149.54945373535156,0.017553846153846156
44,2008-12-12,157.29043579101562,0.03298181818181819
45,2008-12-15,154.75494384765625,-0.043
46,2008-12-16,162.0326690673828,-0.171048
47,2008-12-17,157.03140258789062,-0.02706315789473684
48,2008-12-18,154.5606689453125,-0.1613416666666667
49,2008-12-19,154.50587463378906,-0.09886666666666666
50,2008-12-22,148.00025939941406,-0.1301692307692308
51,2008-12-23,148.4535675048828,-0.04273333333333334
52,2008-12-24,150.9093475341797,0.00722222222222223
53,2008-12-26,149.6191864013672,0.0
54,2008-12-29,148.15467834472656,0.06493333333333334
55,2008-12-30,150.9890594482422,-0.1182
56,2008-12-31,153.25057983398438,-0.0918
57,2009-01-02,160.06005859375,-0.17712
58,2009-01-05,163.41249084472656,-0.11788461538461538
59,2009-01-06,166.40626525878906,-0.19066363636363634
60,2009-01-07,160.4037628173828,0.020262500000000003
61,2009-01-08,161.98782348632812,-0.011692307692307686
62,2009-01-09,156.9467315673828,-0.24691666666666665
63,2009-01-12,155.76116943359375,-0.1769857142857143
64,2009-01-13,156.5731201171875,-0.1802625
65,2009-01-14,149.9230499267578,-0.21992500000000004
66,2009-01-15,148.93675231933594,-0.21594500000000005
67,2009-01-16,149.27548217773438,-0.13419166666666668
68,2009-01-20,140.84707641601562,-0.11195714285714284
69,2009-01-21,150.97410583496094,0.012484615384615384
70,2009-01-22,152.67771911621094,-0.20304444444444444
71,2009-01-23,161.74374389648438,-0.100475
72,2009-01-26,161.33029174804688,-0.198125
73,2009-01-27,165.12107849121094,-0.07705000000000001
74,2009-01-28,173.68399047851562,0.09571111111111112
75,2009-01-29,171.01898193359375,0.02554
76,2009-01-30,168.63291931152344,-0.243175
77,2009-02-02,169.64910888671875,-0.08309166666666666
78,2009-02-03,169.58934020996094,0.18932
79,2009-02-04,170.8595733642578,0.27465
80,2009-02-05,176.19955444335938,-0.19329090909090907
81,2009-02-06,184.94677734375,-0.06068125000000001
82,2009-02-09,188.67779541015625,0.0069999999999999975
83,2009-02-10,178.5856170654297,0.045471428571428565
84,2009-02-11,178.35150146484375,0.08632727272727274
85,2009-02-12,180.84713745117188,-0.0734
86,2009-02-13,178.1721649169922,0.010225000000000005
87,2009-02-17,170.69021606445312,0.17
88,2009-02-19,170.6802520751953,-0.21075
89,2009-02-20,172.57814025878906,-0.11878
90,2009-02-23,164.4137420654297,0.09445714285714284
91,2009-02-24,172.0800018310547,-0.04585454545454545
92,2009-02-25,170.18211364746094,-0.03902857142857143
93,2009-02-26,167.96044921875,-0.1812857142857143
94,2009-02-27,168.3639373779297,-0.03902857142857143
95,2009-03-02,162.96914672851562,-0.105425
96,2009-03-03,162.13229370117188,-0.17827272727272728
97,2009-03-04,158.86453247070312,-0.54046
98,2009-03-05,152.24932861328125,-0.02072727272727272
99,2009-03-06,153.7088623046875,0.05556363636363637
100,2009-03-09,144.90187072753906,-0.13047142857142854
101,2009-03-10,153.50961303710938,0.2000714285714285
102,2009-03-11,158.36141967773438,-0.1771909090909091
103,2009-03-12,161.1609344482422,-0.11542000000000001
104,2009-03-13,161.60426330566406,-0.0476
105,2009-03-16,159.2480926513672,-0.061218181818181824
106,2009-03-17,167.04388427734375,0.11677
107,2009-03-18,165.9280548095703,-0.029527272727272725
108,2009-03-19,164.3539581298828,-0.044799999999999986
109,2009-03-20,164.4635467529297,-0.1663714285714286
110,2009-03-23,173.6491241455078,-0.2286142857142857
111,2009-03-24,172.93678283691406,0.0598909090909091
112,2009-03-25,171.392578125,0.11968888888888887
113,2009-03-26,175.98536682128906,0.05185555555555554
114,2009-03-27,173.2008056640625,-0.1445375
115,2009-03-30,170.7051544189453,-0.050644444444444436
116,2009-03-31,173.380126953125,-0.12872
117,2009-04-01,176.3838653564453,-0.1448125
118,2009-04-02,180.5731658935547,-0.18498
119,2009-04-03,184.19956970214844,0.13538333333333333
120,2009-04-06,183.4324493408203,-0.03685999999999999
121,2009-04-07,178.6553497314453,0.07811333333333331
122,2009-04-08,180.3240966796875,-0.11532857142857145
123,2009-04-09,185.5544891357422,0.10091999999999997
124,2009-04-13,188.3490295410156,0.0
125,2009-04-14,183.7662048339844,-0.0317
126,2009-04-15,189.0414276123047,-0.08828181818181817
127,2009-04-16,193.6441802978516,-0.19852727272727275
128,2009-04-17,195.38763427734372,-0.034783333333333326
129,2009-04-20,188.9418029785156,-0.12277058823529408
130,2009-04-21,190.0227508544922,-0.02131875
131,2009-04-22,191.2132873535156,-0.08553999999999999
132,2009-04-23,191.62673950195312,-0.05224285714285714
133,2009-04-24,194.0177764892578,0.22324
134,2009-04-27,192.2543792724609,0.051150000000000015
135,2009-04-28,191.13856506347656,-0.3976625
136,2009-04-29,195.0040740966797,-0.12163333333333333
137,2009-04-30,197.2456817626953,0.0037800000000000056
138,2009-05-01,196.1099395751953,-0.13396666666666665
139,2009-05-04,200.2394561767578,0.019641666666666658
140,2009-05-05,200.74256896972656,0.04391666666666668
141,2009-05-06,200.98167419433597,-0.026029411764705884
142,2009-05-07,197.5644836425781,-0.06210769230769229
143,2009-05-08,202.9044647216797,0.2274
144,2009-05-11,203.22825622558597,0.038725
145,2009-05-12,198.75999450683597,-0.13182
146,2009-05-13,194.0426788330078,-0.03238571428571429
147,2009-05-14,193.0264892578125,-0.04681538461538462
148,2009-05-15,194.27182006835938,-0.05029999999999999
149,2009-05-18,197.67904663085938,0.16463333333333335
150,2009-05-19,198.6952362060547,-0.15033
151,2009-05-20,197.84841918945312,0.1260923076923077
152,2009-05-21,197.5096893310547,-0.155475
153,2009-05-22,196.01528930664062,0.12915
154,2009-05-26,201.4250030517578,-0.07709999999999999
155,2009-05-27,202.02276611328125,0.06390000000000003
156,2009-05-28,204.4337310791016,-0.037000000000000005
157,2009-05-29,207.8359832763672,-0.11807142857142858
158,2009-06-01,212.4835662841797,0.0013166666666666607
159,2009-06-02,213.40013122558597,0.05174285714285714
160,2009-06-03,215.01905822753903,-0.19025714285714285
161,2009-06-04,219.3179473876953,0.2022222222222222
162,2009-06-05,221.3303985595703,0.0
163,2009-06-08,218.56576538085938,-0.007746666666666667
164,2009-06-09,216.99664306640625,0.13692666666666667
165,2009-06-11,213.69900512695312,0.14751
166,2009-06-12,211.62677001953125,0.08914137931034484
167,2009-06-15,207.6068420410156,-0.07032592592592593
168,2009-06-16,207.2232818603516,0.06666499999999999
169,2009-06-17,206.80484008789062,-0.023124324324324326
170,2009-06-18,206.25689697265625,-0.027972727272727274
171,2009-06-19,209.26063537597656,0.07225
172,2009-06-22,202.9144287109375,-0.021903571428571418
173,2009-06-23,202.0825500488281,-0.08008181818181817
174,2009-06-24,203.88079833984372,-0.01934347826086957
175,2009-06-25,207.10870361328125,0.22524722222222224
176,2009-06-26,211.86587524414062,0.14088571428571428
177,2009-06-29,211.278076171875,0.15325185185185186
178,2009-06-30,210.0078430175781,0.058120000000000026
179,2009-07-01,208.7126922607422,0.035568292682926834
180,2009-07-02,203.4822998046875,-0.008152000000000012
181,2009-07-06,204.0402069091797,-0.06929375000000003
182,2009-07-07,197.57444763183597,-0.1021060606060606
183,2009-07-08,200.49349975585938,-0.04543555555555556
184,2009-07-09,204.4287567138672,0.08156326530612241
185,2009-07-10,206.42626953125,-0.041759375
186,2009-07-13,211.35777282714844,0.0434452380952381
187,2009-07-14,211.5520477294922,-0.022759999999999985
188,2009-07-15,218.26687622070312,0.17887894736842105
189,2009-07-16,220.4736175537109,0.2445450000000001
190,2009-07-17,214.32167053222656,0.03931555555555556
191,2009-07-20,214.2818145751953,0.07270000000000001
192,2009-07-21,213.15106201171875,0.08442340425531915
193,2009-07-22,213.04644775390625,0.05538333333333334
194,2009-07-23,217.8534393310547,0.19447777777777775
195,2009-07-24,222.5259246826172,0.06984166666666668
196,2009-07-27,221.5695037841797,0.06834242424242422
197,2009-07-28,219.10374450683597,0.12683636363636366
198,2009-07-29,217.30548095703125,0.32136666666666663
199,2009-07-30,221.9879302978516,0.0
200,2009-08-03,225.2606658935547,0.2549416666666667
201,2009-08-04,226.0178375244141,0.01959210526315789
202,2009-08-05,224.7276611328125,0.033759999999999984
203,2009-08-06,224.3391265869141,0.010590000000000007
204,2009-08-07,227.696533203125,0.05185333333333332
205,2009-08-10,227.45245361328125,0.10862857142857142
206,2009-08-11,226.1224365234375,-0.08551999999999997
207,2009-08-12,228.43377685546875,0.016968965517241374
208,2009-08-13,230.27687072753903,0.04294
209,2009-08-14,229.14112854003903,0.018381481481481485
