,company,MAE,MSE,Accuracy,RMSE
0,AAPL,0.800895201854217,0.9758590538221869,[98.41441],0.9878557859435693
1,AMZN,30.866660719651442,1725.6413687720894,[98.22832],41.54083976970241
2,ADM,0.4754430135091147,0.3411189346160826,[98.82841],0.5840538798913013
3,GOOG,17.02790902944712,434.0213649393849,[98.54339],20.833179424643394
4,EBAY,0.48827488238994904,0.37992325951733324,[98.538956],0.6163791524032373
5,XOM,0.831764612442408,1.0845881761818863,[98.73176],1.0414356322797325
6,ABT,0.9661793439816206,1.4262896045753637,[98.70441],1.1942736723948006
