,company,MAE,MSE,Accuracy,RMSE
0,AAPL,0.4709985662198892,0.35394940877004366,99.11344754755628,0.5949364745668597
1,AMZN,15.353431883003967,427.47633992128715,99.1651426892565,20.675500959379125
2,ADM,0.26866165137036524,0.17184237652991474,99.3153673562496,0.4145387515418972
3,GOOG,11.886060737436704,338.6407998218388,99.01783701901097,18.40219551634638
4,EBAY,0.3521219942837519,0.2575586733774282,99.05067788775857,0.5075023875583525
5,XOM,0.5190042145970178,0.4745917924385233,99.1971825176462,0.6889062290606199
6,ABT,0.7728505675199853,0.9853212338129104,99.04669299015809,0.992633484128412
